,ID,Title,Abstract
10,35285112,"Ermin deficiency leads to compromised myelin, inflammatory milieu, and susceptibility to demyelinating insult.","Ermin is an actin-binding protein found almost exclusively in the central nervous system (CNS) as a component of myelin sheaths. Although Ermin has been predicted to play a role in the formation and stability of myelin sheaths, this has not been directly examined in vivo. Here, we show that Ermin is essential for myelin sheath integrity and normal saltatory conduction. Loss of Ermin in mice caused de-compacted and fragmented myelin sheaths and led to slower conduction along with progressive neurological deficits. RNA sequencing of the corpus callosum, the largest white matter structure in the CNS, pointed to inflammatory activation in aged Ermin-deficient mice, which was corroborated by increased levels of microgliosis and astrogliosis. The inflammatory milieu and myelin abnormalities were further associated with increased susceptibility to immune-mediated demyelination insult in Ermin knockout mice. Supporting a possible role of Ermin deficiency in inflammatory white matter disorders, a rare inactivating mutation in the ERMN gene was identified in multiple sclerosis patients. Our findings demonstrate a critical role for Ermin in maintaining myelin integrity. Given its near-exclusive expression in myelinating oligodendrocytes, Ermin deficiency represents a compelling ""inside-out"" model of inflammatory dysmyelination and may offer a new paradigm for the development of myelin stability-targeted therapies."
11,35280835,Locomotor and histological changes in a cuprizone-induced animal model of multiple sclerosis: comparison between alpha-tocopherol and fingolimod.,"Fingolimod is a sphingosine 1-phosphate receptor modulator used to treat multiple sclerosis (MS). Alpha-tocopherol (AT) has been found to improve motor function in an animal model of MS. In the present study, the effects of AT and fingolimod on the locomotor function and histological evidence of demyelination were compared in a cuprizone-induced rat model of MS.Female Sprague-Dawley rats (8 weeks) were fed with 0.2% (w/w) cuprizone diet for 5 weeks followed by intraperitoneal injections of fingolimod (3 mg/Kg; group F, n = 10) and alpha- tocopherol (100 mg/Kg; group A, n = 10). Vehicle-treated rats (group V, n = 10) were treated intraperitoneally with 1% ethanol in saline on weeks 6 and 7. Open field and beam walking tests were carried out every 10 days. The mean area of demyelination in the corpus callosum was quantified using Luxol fast blue stained histological sections of the forebrain.The mean speed of movement was increased by 54% and 50% in groups F and A compared to group V. Total distance moved was increased by 61% and 52.7% in groups F and A compared to group V. Mean time to walk the beam was reduced in group A by 52% compared to group V. Mean frequency of crossing lines from the inner squares to outer squares was reduced in groups A and F compared to group V. Mean area of demyelination in corpus callosum showed 62% reduction in group A compared to group V.Both fingolimod and AT treatments improved the locomotor function. However, AT treatment reduced the areas of demyelination in higher proportion and improved motor coordination and exploratory behavior."
12,35265555,Adult-onset Mild Encephalitis/Encephalopathy with a Reversible Splenial Lesion Induced by MRSA Endocarditis.,"Mild encephalitis/encephalopathy and a reversible splenial lesion (MERS) is a clinicoradiological syndrome with an unknown pathogenic mechanism, which usually involves children. Thus, adult-onset MERS is quite rare.A 71-year-old man, undergoing haemodialysis due to diabetes-induced chronic kidney disease, manifested a persistent fever and disorientation. Blood culture detected methicillin-resistant  (MRSA), while echocardiography revealed vegetation in the aortic and mitral valves. Magnetic resonance imaging of the head revealed a fluid-attenuated inversion recovery-high, diffusion-weighted image-high lesion in the splenium of the corpus callosum, with a number of emboli. Accordingly, the patient was diagnosed with MERS induced by MRSA endocarditis.Neurological impairment by MERS can be reversible. However, the differential diagnosis of the disease includes ischaemic lesions, multiple sclerosis, malignant lymphoma, acute disseminated encephalomyelitis, and posterior reversible encephalopathy. Clinicians should consider these diseases when MERS is suspected.Adult-onset mild encephalitis/encephalopathy and a reversible splenial lesion (MERS) is quite rare, and physicians should be aware of it as a differential diagnosis of a diffusion-weighted image-high lesion in the splenium of the corpus callosum.Methicillin-resistant  (MRSA) has rarely been reported as a triggering factor for MERS."
13,35263930,Tumefactive Demyelinating Brain Lesion Developing after Administration of Adenovector-Based COVID-19 Vaccine: A Case Report.,"Postmarketing surveillance of COVID-19 vaccination reveals that the COVID-19 vaccine administration is associated with several rare but serious neurological complications.We report a case of new-onset tumefactive demyelinating brain lesion that developed after administration of an adenovector-based COVID-19 vaccine. A middle-aged female presented with recent right hemiparesis, which was noticed 2 days after she received the first dose of the vaccine. Magnetic resonance imaging (MRI) revealed a large subcortical T2/FLAIR hyperintensities involving corpus callosum as well. The patient responded to oral methylprednisolone. At 4 weeks, a follow-up MRI revealed a reduction in size of the lesion.To conclude, adenovector-based COVID-19 vaccination may be associated with a tumefactive demyelinating lesion."
14,35245521,Ceramide kinase knockout ameliorates multiple sclerosis-like behaviors and demyelination in cuprizone-treated mice.,"Changes in sphingolipid metabolism regulate and/or alter many cellular functions in the brain. Ceramide, a central molecule of sphingolipid metabolism, is phosphorylated to ceramide-1-phosphate (C1P) by ceramide kinase (CerK). CerK and C1P were reported to regulate many cellular responses, but their roles in immune-related diseases in vivo have not been well elucidated. Thus, we investigated the effects of CerK knockout on the onset/progression of multiple sclerosis (MS), which is a chronic neurodegenerative disease accompanied by the loss of myelin sheaths in the brain. MS-model mice were prepared using a diet containing the copper chelator cuprizone (CPZ). Treatment of 8-week-old mice with 0.2% CPZ for 8 weeks resulted in motor dysfunction based on the Rota-rod test, and caused the loss of myelin-related proteins (MRPs) in the brain and demyelination in the corpus callosum without affecting synaptophysin levels. CerK knockout, which did not affect developmental changes in MRPs, ameliorated the motor dysfunction, loss of MRPs, and demyelination in the brain in CPZ-treated mice. Loss of tail tonus, another marker of motor dysfunction, was detected at 1 week without demyelination after CPZ treatment in a CerK knockout-independent manner. CPZ-induced loss of tail tonus progressed, specifically in female mice, to 6-8 weeks, and the loss was ameliorated by CerK knockout. Activities of ceramide metabolic enzymes including CerK in the lysates of the brain were not affected by CPZ treatment. Inhibition of CerK as a candidate for MS treatment was discussed."
15,35221622,"Neuroimaging Features and Associated Factors in Multiple Sclerosis Patients: A Perspective from a Private Care Center in Addis Ababa, Ethiopia.","Brain and spine magnetic resonance image (MRI) have an invaluable importance in diagnosing multiple sclerosis (MS) in low prevalence countries such as Ethiopia. The objective of our study was to characterize the neuroimaging features and associated factors in Multiple sclerosis patients in Addis Ababa, Ethiopia.A cross-sectional observational study was conducted in 30 multiple sclerosis patients at Yehuleshet Specialty Clinic, Addis Ababa, Ethiopia. Both descriptive and analytical statistics were used to analyze the data.We have enrolled 30 patients with confirmed multiple sclerosis and clinically isolate syndrome. The mean age was 34.7 years (1SD=8.9). Female accounted 86.7%. The mean duration of illness was 3.4 years (1SD=3.1) (range: 1 - 11 years). Relapsing and remitting variant was the commonest sub type (66.7%). Alcohol use and head injury were the commonest identified risk factors reported by the patients. Classical radiological features of MS such as white matter lesions involving juxtacortical, U-fiber, corpus callosum (CC), and Dawson's finger projections pattern were observed in 46.7%, 23.3%, 70%, and 40% respectively. Cervical and thoracic cords were affected in 40% and 6.7% respectively. Global cortical and CC atrophy was observed in 16.7% and 6.7% respectively. Advanced age was associated with lesions of corpus callosum when adjusted for duration of illness and history of head injury (AOR 1.13, 95% CI 1.01-1.28, p=0.04).Typical neuroimaging features of MS were prevalent among Ethiopian MS patients. Age was an independent predictor of lesions involving corpus callosum. Global cortical atrophy was common among Ethiopian MS patients."
16,35216779,Quantification of normal-appearing white matter damage in early relapse-onset multiple sclerosis through neurite orientation dispersion and density imaging.,"Background Neurodegeneration is a major contributor of neurological disability in multiple sclerosis (MS). The possibility to fully characterize normal appearing white matter (NAWM) damage could provide the missing information needed to clarify the mechanisms beyond disability accumulation. Objective In the present study we aimed to characterize the presence and extent of NAWM damage and its correlation with clinical disability. Methods We applied Diffusion Tensor Imaging (DTI) and Neurite Orientation Dispersion and Density Imaging (NODDI) in a cohort of 27 early relapse-onset MS patients (disease duration < 5 years) compared to a population of 26 age- and sex-matched healthy controls (HCs). All patients underwent a neurological examination, including the Expanded Disability Status Scale (EDSS). Results MS patients showed lower fractional anisotropy (FA) and higher mean diffusivity (MD) values in the main WM bundles, such as the corticospinal tract, corpus callosum, superior and middle cerebellar peduncles, posterior thalamic radiation (which includes optic radiation), cingulum and external capsule. All brain areas with reduced FA/increased MD also displayed a reduction in neurite density index (NDI). However, comparing individual voxels of the WM skeleton between MS and HCs, a higher number of NDI significant voxels was disclosed compared to FA/MD (56.4% vs 11.2%/41.2%). No significant correlations were observed between DTI/NODDI metrics and EDSS. Conclusions Our findings suggest that NDI may allow for a better characterization and understanding of the microstructural changes in the NAWM since the early relapsing-remitting MS phases. Future longitudinal studies including a larger cohort of patients with different clinical phenotypes may clarify the association between NODDI metrics and disability progression."
17,35195220,"""Stable"" vs. ""silent progressive multiple sclerosis"": a real-world retrospective clinical imaging Brazilian study.","Clinical and imaging are required to characterize activity and progression in MS. The parameters for activity are well defined but not those for progression. The ideal aim for long-term treatment is that neither clinical nor imaging signs of disease should be present, and also no brain atrophy.To conduct a comparative clinical-imaging study focusing on MRI brain volumetry.174 consecutive relapsing-remitting MS patients (McDonald 2001) were studied, focusing on activity and progression. Annual clinical evaluations (relapse rate and EDSS) and MRI data, along with the annualized evolution of the corpus callosum index (CCI), were compared.Out of 174 patients, 148 were considered clinically ""stable"" based on EDSS. However, 33 (22.2%) out of this group showed annualized reductions in CCI of more than 0.5%, which was the cutoff for defining significant brain atrophy.Among apparently ""stable"" relapsing-remitting MS patients, 1/5 showed significant brain atrophy over a follow-up period of at least 7 years. We consider it reasonable to suggest that MRI volume sequences should be included in follow-up protocols, so as to provide information on the real treatment response status."
18,35186315,Quantitative MRI findings indicate diffuse white matter damage in Susac Syndrome.,"Susac Syndrome (SuS) is an autoimmune endotheliopathy impacting the brain, retina and cochlea that can clinically mimic multiple sclerosis (MS).To evaluate non-lesional white matter demyelination changes in SuS compared to MS and healthy controls (HC) using quantitative MRI.3T MRI including myelin water imaging and diffusion basis spectrum imaging were acquired for 7 SuS, 10 MS and 10 HC participants. Non-lesional white matter was analyzed in the corpus callosum (CC) and normal appearing white matter (NAWM). Groups were compared using ANCOVA with Tukey correction.SuS CC myelin water fraction (mean 0.092) was lower than MS(0.11, p = 0.01) and HC(0.11, p = 0.04). Another myelin marker, radial diffusivity, was increased in SuS CC(0.27μm2/ms) compared to HC(0.21μm2/ms, p = 0.008) and MS(0.23μm2/ms, p = 0.05). Fractional anisotropy was lower in SuS CC(0.82) than HC(0.86, p = 0.04). Fiber fraction (reflecting axons) did not differ from HC or MS. In NAWM, radial diffusivity and apparent diffusion coefficient were significantly increased in SuS compared to HC(p < 0.001 for both measures) and MS(p = 0.003, p < 0.001 respectively).Our results provided evidence of myelin damage in SuS, particularly in the CC, and more extensive microstructural injury in NAWM, supporting the hypothesis that there are widespread microstructural changes in SuS syndrome including diffuse demyelination."
19,35165979,Cortical and white matter lesion topology influences focal corpus callosum atrophy in multiple sclerosis.,"Corpus callosum (CC) atrophy is a strong predictor of multiple sclerosis (MS) disability but the contributing pathological mechanisms remain uncertain. We aimed to apply advanced MRI to explore what drives the often nonuniform callosal atrophy.Prospective brain 7 Tesla and 3 Tesla Human Connectom Scanner MRI were performed in 92 MS patients. White matter, leukocortical, and intracortical lesions were manually segmented. FreeSurfer was used to segment the CC and topographically classify lesions per lobe or as deep white matter lesions. Regression models were calculated to predict focal CC atrophy.The frontal and parietal lobes contained the majority (≥80%) of all lesion classifications in both relapsing-remitting and secondary progressive MS subtypes. The anterior subsection of the CC had the smallest proportional volume difference between subtypes (11%). Deep, temporal, and occipital white matter lesions, and occipital intracortical lesions were the strongest predictors of middle-posterior callosal atrophy (adjusted R  = .54-.39, P < .01).Both white matter and cortical lesions contribute to regional corpus callosal atrophy. The lobe-specific lesion topology does not fully explain the inhomogeneous CC atrophy."
20,35158445,Myelin imaging measures as predictors of cognitive impairment in MS patients: A hybrid PET-MRI study.,"Cognitive impairment is one of the concerns of Multiple Sclerosis (MS) and has been related to myelin loss. Different neuroimaging methods have been used to quantify myelin and relate it to cognitive dysfunctions, among them Magnetization Transfer Ratio (MTR), Diffusion Tensor Imaging (DTI), and, more recently, Positron Emission Tomography (PET) with C-PIB.To investigate different myelin imaging modalities as predictors of cognitive dysfunction.Fifty-one MS patients and 24 healthy controls underwent clinical and neuropsychological assessment and MTR, DTI (Axial Diffusion-AD and Fractional Anisotropy-FA maps), and C-PIB PET images in a PET/MR hybrid system.MTR and DTI(FA) differed in patients with or without cognitive impairment. There was an association of DTI(FA) and DTI(AD) with cognition and psychomotor speed for progressive MS, and of C-PIB uptake and MTR for relapsing-remitting MS. MTR in the Thalamus (β= -0.51, p = 0.021) and Corpus Callosum (β= -0.24, p = 0.033) were predictive of cognitive impairment. DTI-FA in the Caudate (β= -26.93, p = 0.006) presented abnormal predictive result.Lower myelin content by C-PIB uptake was associated with worse cognitive status. MTR was predictive of cognitive impairment in MS."
21,35123534,Neuroradiological differentiation of white matter lesions in patients with multiple sclerosis and Fabry disease.,"White matter lesions (WML) in multiple sclerosis (MS) differ from vascular WML caused by Fabry disease (FD). However, in atypical cases the discrimination can be difficult and may vary between individual raters. The aim of this study was to evaluate interrater reliability of WML differentiation between MS and FD patients.Brain MRI scans of 21 patients with genetically confirmed FD were compared to 21 matched patients with MS. Pseudonymized axial FLAIR sequences were assessed by 6 blinded raters and attributed to either the MS or the FD group to investigate interrater reliability. Additionally, localization of WML was compared between the two groups.The median age of patients was 46 years (IQR 35-58). Interrater reliability was moderate with a Fleiss' Kappa of 0.45 (95%CI 0.3-0.59). Overall, 85% of all ratings in the MS group and 75% in the FD group were correct. However, only 38% of patients with MS and 33% of patients with FD were correctly identified by all 6 raters. WML involving the corpus callosum (p < 0.001) as well as juxtacortical (p < 0.001) and infratentorial lesions (p = 0.03) were more frequently observed in MS patients.Interrater reliability regarding visual differentiation of WML in MS from vascular WML in FD on standard axial FLAIR images alone is only moderate, despite the distinctive features of lesions in each group."
22,35111601,Perivascular space is associated with brain atrophy in patients with multiple sclerosis.,"Perivascular space (PVS) is associated with neurodegenerative and neuroimmune diseases. Multiple sclerosis (MS) is traditionally a neuroimmune disease. However, studies show neurodegeneration also plays a vital role in MS. At present, most studies conclude severer PVS in MS is an imaging marker of neuroinflammation, while a 7T MRI study suggests that PVS in MS is associated with neurodegeneration.In this study, 82 MS patients (n=82) and 32 healthy controls (n=32) were enrolled. The following indexes were measured: the number, size and distribution of PVS, the PVS score, corpus callosum index (CCI), corpus callosum area (CCA), the ratio of the corpus callosum to the cranium (CCR), aligned third ventricle width (a3VW), and unaligned third ventricle width (u3VW).The PVS score (4  3, P=0.041), PVSs number (103.280±45.107  87.625±30.139, P=0.035), and enlarged perivascular spaces (EPVSs) number (9  1, P<0.001) of MS patients were significantly higher than in the healthy controls. PVSs number (23.5  13) and EPVSs number (1  0) in the basal ganglia (BG), and EPVSs number (3  0) in centrum semiovale (CSO) of MS patients were significantly higher than in the healthy controls, P<0.001. In MS patients, PVS was correlated with age and hypertension but not to the extended disability status scale (EDSS) score and other clinical data. In MS patients, PVS score was correlated with CCA (rs=0.272; P=0.013) and the CCR (rs=0.219; P=0.048), and PVSs number was correlated with CCA (rs=0.255; P=0.021), the correlation disappeared after adjusting hypertension and age. In MS patients in remission, PVSs number was correlated with CCA (rs=0.487; P=0.019), CCR (rs=0.479; P=0.021), and PVS score was correlated with CCA (rs=0.453; P=0.03). After adjustment of hypertension and age, the total number of PVSs was correlated with CCA (rs=0.419; P=0.049).The PVS load in MS patients was heavier than healthy people, especially in BG and CSO. PVS was not correlated with EDSS in MS patients. The PVS of MS patients was associated with CCA and CCR, and PVSs number was independently related with CCA in MS patients in remission."
